segments,variable,value
UnitedStates5042,R,0
UnitedStates5043,R,0
UnitedStates3435,R,0
UnitedStates5044,R,0
UnitedStates3439,R,0
UnitedStates3441,R,0
UnitedStates4985,R,0
UnitedStates4986,R,0
UnitedStates3401,R,0
UnitedStates3403,R,0
UnitedStates3404,R,0
UnitedStates3406,R,0
UnitedStates3407,R,0
UnitedStates3408,R,0
UnitedStates4987,R,0
UnitedStates5004,R,0
UnitedStates5007,R,0
UnitedStates5009,R,0
UnitedStates5010,R,0
UnitedStates5011,R,0
UnitedStates5012,R,0
UnitedStates3402,R,0
UnitedStates5013,R,0
UnitedStates5014,R,0
UnitedStates5015,R,0
UnitedStates5016,R,0
UnitedStates5018,R,0
UnitedStates3428,R,0
UnitedStates5017,R,0
UnitedStates5019,R,0
UnitedStates5020,R,0
UnitedStates5021,R,0
UnitedStates5022,R,0
UnitedStates5023,R,0
UnitedStates5024,R,0
UnitedStates5028,R,0
UnitedStates5029,R,0
UnitedStates5030,R,0
UnitedStates5031,R,0
UnitedStates5032,R,0
UnitedStates3443,R,0
UnitedStates5048,R,0
UnitedStates5049,R,0
UnitedStates5050,R,0
UnitedStates5054,R,0
UnitedStates5056,R,0
UnitedStates5051,R,0
UnitedStates5052,R,0
UnitedStates5053,R,0
UnitedStates5058,R,0
UnitedStates5059,R,0
UnitedStates5060,R,0
UnitedStates5061,R,0
UnitedStates5062,R,0
UnitedStates5063,R,0
UnitedStates5065,R,0
UnitedStates5068,R,0
UnitedStates5069,R,0
UnitedStates5071,R,0
UnitedStates5074,R,0
UnitedStates5080,R,0
UnitedStates5081,R,0
UnitedStates5083,R,0
UnitedStates5084,R,0
UnitedStates5085,R,0
UnitedStates5091,R,0
UnitedStates4988,R,0
UnitedStates4989,R,0
UnitedStates4990,R,0
UnitedStates4991,R,0
UnitedStates4992,R,0
UnitedStates4993,R,0
UnitedStates4994,R,0
UnitedStates4995,R,0
UnitedStates4996,R,0
UnitedStates4997,R,0
UnitedStates4998,R,0
UnitedStates4999,R,0
UnitedStates5000,R,0
UnitedStates5001,R,0
UnitedStates5002,R,0
UnitedStates5003,R,0
UnitedStates5005,R,0
UnitedStates5006,R,0
UnitedStates5008,R,0
UnitedStates5082,R,0
UnitedStates5093,R,0
UnitedStates11882,R,0
UnitedStates11895,R,0
UnitedStates11962,R,0
UnitedStates11982,R,0
UnitedStates11989,R,0
UnitedStates11992,R,0
Canada3389,R,0
Canada3400,R,0
Canada5057,R,0
Canada5095,R,0
Canada5094,R,0
Canada5096,R,0
Canada5097,R,0
Canada5098,R,0
Canada5099,R,0
Canada5137,R,0
Canada5138,R,0
Canada5139,R,0
Canada5140,R,0
Canada5141,R,0
Canada5143,R,0
Canada5144,R,0
Canada5145,R,0
Canada5184,R,0
Canada5191,R,0
Canada5192,R,0
Canada5193,R,0
Canada5146,R,0
Canada5147,R,0
Canada5148,R,0
Canada5152,R,0
Canada5153,R,0
Canada5154,R,0
Canada5155,R,0
Canada5156,R,0
Canada5157,R,0
Canada5158,R,0
Canada5274,R,0
Canada3388,R,0
Canada5046,R,0
Canada5047,R,0
Canada3394,R,0
Canada3396,R,0
Canada3405,R,0
Canada5149,R,0
Canada3805,R,0
Canada3846,R,0
Canada7637,R,0
Canada7638,R,0
Canada3882,R,0
Canada7648,R,0
Canada7757,R,0
Canada7759,R,0
Canada7769,R,0
Canada7770,R,0
Canada7772,R,0
Canada7775,R,0
Canada7776,R,0
Canada7777,R,0
Canada7778,R,0
Canada7780,R,0
Canada7785,R,0
Canada3944,R,0
Canada3965,R,0
Canada7935,R,0
Canada7959,R,0
Canada7966,R,0
Canada8012,R,0
Canada3734,R,0
Canada3744,R,0
Canada3748,R,0
Canada3749,R,0
Canada3765,R,0
Canada3705,R,0
Canada3723,R,0
Canada3726,R,0
Canada3729,R,0
Canada3730,R,0
Canada3735,R,0
Canada3736,R,0
Canada3722,R,0
Canada3979,R,0
Canada3974,R,0
Canada3970,R,0
Canada3971,R,0
Canada3972,R,0
Canada7791,R,0
Canada5378,R,0
Canada5379,R,0
Canada5380,R,0
Canada5386,R,0
Canada5381,R,0
Canada5382,R,0
Canada5412,R,0
Canada5423,R,0
Canada5424,R,0
Canada5425,R,0
Canada5426,R,0
Canada5427,R,0
Canada5428,R,0
Canada5429,R,0
Canada5430,R,0
Canada5431,R,0
Canada5651,R,0
Canada5449,R,0
Canada5450,R,0
Canada5451,R,0
Canada5453,R,0
Canada5432,R,0
Canada5433,R,0
Canada5434,R,0
Canada5435,R,0
Canada5447,R,0
Canada7351,R,0
Canada5436,R,0
Canada5437,R,0
Canada5438,R,0
Canada5439,R,0
Canada5440,R,0
Canada5441,R,0
Canada5442,R,0
Canada5443,R,0
Canada5444,R,0
Canada5445,R,0
Canada5446,R,0
Canada5452,R,0
Canada5296,R,0
Canada5303,R,0
Canada5304,R,0
Canada5305,R,0
Canada5306,R,0
Canada5307,R,0
Canada5308,R,0
Canada5297,R,0
Canada5298,R,0
Canada5299,R,0
Canada5300,R,0
Canada5301,R,0
Canada5302,R,0
Canada5309,R,0
Canada5310,R,0
Canada5311,R,0
Canada5312,R,0
Canada5313,R,0
Canada5314,R,0
Canada5315,R,0
Canada5316,R,0
Canada5317,R,0
Canada5319,R,0
Canada5321,R,0
Canada5335,R,0
Canada5336,R,0
Canada5337,R,0
Canada5344,R,0
Canada5346,R,0
Canada5347,R,0
Canada5348,R,0
Canada5349,R,0
Canada5350,R,0
Canada5360,R,0
Canada5361,R,0
Canada5362,R,0
Canada5365,R,0
Canada5367,R,0
Canada5368,R,0
Canada5377,R,0
Canada5387,R,0
Canada5396,R,0
Canada5406,R,0
Canada5408,R,0
Canada5414,R,0
Canada5383,R,0
Canada5400,R,0
Canada5401,R,0
Canada5402,R,0
Canada5403,R,0
Canada5404,R,0
Canada5405,R,0
Canada5418,R,0
Canada5457,R,0
Canada5461,R,0
Canada5384,R,0
Canada5385,R,0
Canada5415,R,0
Canada5448,R,0
Canada5454,R,0
Canada5471,R,0
Canada5500,R,0
Canada5505,R,0
France7970,R,0
Ireland8500,R,0
UnitedKingdom8549,R,0
UnitedKingdom8552,R,0
UnitedKingdom8555,R,0
UnitedKingdom8560,R,0
UnitedKingdom8574,R,0
UnitedKingdom8797,R,0
UnitedKingdom8804,R,0
UnitedKingdom8600,R,0
UnitedKingdom8514,R,0
UnitedKingdom8790,R,0
UnitedKingdom8771,R,0
UnitedKingdom8773,R,0
Canada3386,R,0
Canada5045,R,0
Canada5455,R,0
Canada5508,R,0
Canada5456,R,0
Canada5578,R,0
Canada5674,R,0
Canada6373,R,0
Canada5160,R,0
Canada5161,R,0
Canada5162,R,0
Canada5285,R,0
Canada5295,R,0
Canada5159,R,0
Canada5324,R,0
Canada5325,R,0
Canada5326,R,0
Canada5327,R,0
Canada5328,R,0
Canada5329,R,0
Canada5330,R,0
Canada5331,R,0
Canada5351,R,0
Canada3442,R,0
Canada3444,R,0
Canada3445,R,0
Canada5332,R,0
Canada5333,R,0
Canada5334,R,0
Canada5355,R,0
Canada5356,R,0
Canada5363,R,0
Canada5369,R,0
Canada5371,R,0
Canada5376,R,0
Canada5390,R,0
Canada5392,R,0
Canada5394,R,0
Canada5395,R,0
Canada5398,R,0
Canada3446,R,0
Canada3447,R,0
Canada3448,R,0
Canada5391,R,0
Canada5393,R,0
Canada5413,R,0
Canada5463,R,0
Canada5475,R,0
Canada5473,R,0
Canada5474,R,0
Canada5476,R,0
Canada5501,R,0
Canada5504,R,0
Canada5416,R,0
Canada5417,R,0
Canada5478,R,0
Canada5479,R,0
Canada5556,R,0
Canada5632,R,0
Canada5477,R,0
Canada5480,R,0
Canada5626,R,0
Canada5654,R,0
Canada5483,R,0
Canada6370,R,0
Canada6790,R,0
Canada6805,R,0
Canada6819,R,0
Canada6880,R,0
Canada7276,R,0
Canada5488,R,0
Canada5150,R,0
Canada3411,R,0
Canada3412,R,0
Canada5151,R,0
Canada5275,R,0
Canada5276,R,0
Canada5277,R,0
Canada5278,R,0
Canada5279,R,0
Canada5280,R,0
Canada5281,R,0
Canada5282,R,0
Canada3413,R,0
Canada3414,R,0
Canada3415,R,0
Canada3416,R,0
Canada3417,R,0
Canada3418,R,0
Canada3419,R,0
Canada3427,R,0
Canada5283,R,0
Canada5284,R,0
Canada5286,R,0
Canada5287,R,0
Canada5288,R,0
Canada5289,R,0
Canada5290,R,0
Canada5291,R,0
Canada5292,R,0
Canada5293,R,0
Canada5294,R,0
Canada5318,R,0
Canada3429,R,0
Canada5320,R,0
Canada5338,R,0
Canada5342,R,0
Canada5345,R,0
Canada5352,R,0
Canada5354,R,0
Canada3431,R,0
Canada3432,R,0
Canada3433,R,0
Canada3436,R,0
Canada3437,R,0
Canada5370,R,0
Canada5372,R,0
Canada5373,R,0
Canada5374,R,0
Canada5375,R,0
Canada5389,R,0
Canada5399,R,0
Canada5407,R,0
Canada3438,R,0
Canada3440,R,0
Canada3449,R,0
Canada3450,R,0
Canada3485,R,0
Canada5419,R,0
Canada5420,R,0
Canada5421,R,0
Canada5464,R,0
Canada5465,R,0
Canada5467,R,0
Canada5468,R,0
Canada3457,R,0
Canada3458,R,0
Canada3459,R,0
Canada3460,R,0
Canada3461,R,0
Canada3468,R,0
Canada3484,R,0
Canada3542,R,0
Canada5503,R,0
Canada5511,R,0
Canada5515,R,0
Canada3462,R,0
Canada3463,R,0
Canada3464,R,0
Canada3465,R,0
Canada3466,R,0
Canada3467,R,0
Canada5513,R,0
Canada5517,R,0
Canada5521,R,0
Canada5522,R,0
Canada5524,R,0
Canada5525,R,0
Canada5526,R,0
Canada5528,R,0
Canada5617,R,0
Canada5481,R,0
Canada5482,R,0
Canada5484,R,0
Canada5485,R,0
Canada5656,R,0
Canada5665,R,0
Canada5666,R,0
Canada5677,R,0
Canada5881,R,0
Canada6122,R,0
Canada6458,R,0
Canada6561,R,0
Canada6735,R,0
Canada6808,R,0
Canada5490,R,0
Canada5491,R,0
Canada5492,R,0
Canada5493,R,0
Canada7345,R,0
Canada7347,R,0
Canada7352,R,0
Canada7498,R,0
Canada7517,R,0
Canada7539,R,0
Canada7540,R,0
Canada7541,R,0
Canada7613,R,0
Canada7633,R,0
Canada7647,R,0
Canada7649,R,0
Canada7661,R,0
Canada7662,R,0
Canada3545,R,0
Canada3562,R,0
Canada3563,R,0
Canada3564,R,0
Canada5422,R,0
Canada5460,R,0
Canada5470,R,0
Canada5510,R,0
Canada5512,R,0
Canada5514,R,0
Canada5486,R,0
Canada5938,R,0
Canada5947,R,0
Canada6031,R,0
Canada6266,R,0
Canada5487,R,0
Canada5489,R,0
Canada5498,R,0
Canada6798,R,0
Canada6825,R,0
Canada6833,R,0
Canada6838,R,0
Canada7261,R,0
Canada7327,R,0
Canada5494,R,0
Canada5495,R,0
Canada5496,R,0
Canada5497,R,0
Canada7568,R,0
Canada7586,R,0
Canada7587,R,0
Canada7588,R,0
Canada7589,R,0
Canada7590,R,0
Canada7606,R,0
Canada7608,R,0
Canada7609,R,0
Canada7611,R,0
Canada7615,R,0
Canada7607,R,0
Canada7614,R,0
Canada7617,R,0
Canada7621,R,0
Canada7626,R,0
Canada7631,R,0
Canada7634,R,0
Canada3609,R,0
Canada7353,R,0
Canada5902,R,0
Canada6093,R,0
Canada6056,R,0
Canada6124,R,0
Canada6269,R,0
Canada3702,R,0
Canada5102,R,0
Canada3456,R,0
Canada5101,R,0
Canada5104,R,0
Canada5107,R,0
Canada5109,R,0
Canada5110,R,0
Canada3469,R,0
Canada5111,R,0
Canada5112,R,0
Canada5113,R,0
Canada5114,R,0
Canada5116,R,0
Canada5117,R,0
Canada5118,R,0
Canada5119,R,0
Canada5122,R,0
Canada5123,R,0
Canada5128,R,0
Canada5136,R,0
Canada5186,R,0
Canada5165,R,0
Croatia487,R,0
Croatia9088,R,0
Croatia9091,R,0
Croatia9097,R,0
Croatia9142,R,0
Finland2921,R,0
Finland2922,R,0
Finland2924,R,0
France8993,R,0
Greece9238,R,0
Italy9013,R,0
Italy9014,R,0
Poland3000,R,0
Poland3002,R,0
Poland2995,R,0
Poland2996,R,0
Romania564,R,0
Romania563,R,0
UnitedStates3489,R,0
Denmark8926,R,0
Denmark8928,R,0
Denmark8932,R,0
Denmark8987,R,0
Denmark3060,R,0
Denmark8923,R,0
Denmark8925,R,0
Denmark8933,R,0
Denmark3061,R,0
Denmark3062,R,0
Denmark3035,R,0
Denmark3044,R,0
Denmark9036,R,0
Denmark8982,R,0
Denmark9041,R,0
Denmark9044,R,0
Finland9220,R,0
Finland2925,R,0
Finland2927,R,0
Finland2928,R,0
Finland2929,R,0
Finland2930,R,0
Finland2931,R,0
Finland2932,R,0
Finland2933,R,0
Finland9144,R,0
Finland9201,R,0
Finland2940,R,0
Finland2943,R,0
Finland2935,R,0
Finland2937,R,0
Finland9191,R,0
Finland9198,R,0
Finland9202,R,0
Finland2938,R,0
Finland9207,R,0
Finland9212,R,0
France26,R,0
France31,R,0
France363,R,0
France366,R,0
France368,R,0
France373,R,0
France375,R,0
France376,R,0
France377,R,0
France380,R,0
France391,R,0
Germany3001,R,0
Germany3004,R,0
Germany3005,R,0
Germany3006,R,0
Germany3011,R,0
Germany3014,R,0
Germany3015,R,0
Germany3018,R,0
Germany3023,R,0
Germany3025,R,0
Germany9055,R,0
Italy471,R,0
Italy473,R,0
Italy474,R,0
Italy475,R,0
Italy408,R,0
Italy409,R,0
Italy412,R,0
Italy414,R,0
Italy459,R,0
Italy460,R,0
Italy421,R,0
Italy424,R,0
Norway2751,R,0
Norway2847,R,0
Spain311,R,0
Spain312,R,0
Sweden2918,R,0
Sweden2919,R,0
Sweden2917,R,0
Sweden2916,R,0
Sweden9092,R,0
Sweden2850,R,0
Sweden2855,R,0
Sweden9005,R,0
Sweden2870,R,0
Sweden2867,R,0
Sweden2915,R,0
Sweden2913,R,0
Sweden2914,R,0
Sweden2891,R,0
Sweden2892,R,0
Sweden2893,R,0
Sweden2894,R,0
Sweden2896,R,0
Sweden2899,R,0
Sweden9106,R,0
Sweden2890,R,0
Sweden2877,R,0
Sweden2878,R,0
Sweden2889,R,0
Sweden9094,R,0
Sweden2885,R,0
Sweden2887,R,0
Sweden2903,R,0
Sweden9099,R,0
Sweden9100,R,0
Sweden9087,R,0
France77,R,0
France78,R,0
France87,R,0
France89,R,0
France91,R,0
France92,R,0
France95,R,0
Germany3034,R,0
Germany9006,R,0
Netherlands3101,R,0
Netherlands3098,R,0
Netherlands3099,R,0
Netherlands3110,R,0
Netherlands3124,R,0
Netherlands3125,R,0
Netherlands3126,R,0
Netherlands3127,R,0
Netherlands3103,R,0
Netherlands3116,R,0
Netherlands3123,R,0
Netherlands8886,R,0
Netherlands8901,R,0
Netherlands8903,R,0
Netherlands8905,R,0
Netherlands8907,R,0
Norway2752,R,0
Norway2753,R,0
Norway9143,R,0
Norway9145,R,0
Norway9199,R,0
Norway9208,R,0
Norway9218,R,0
Norway9223,R,0
Norway9246,R,0
Norway2759,R,0
Norway2756,R,0
Norway2760,R,0
Norway2762,R,0
Norway8937,R,0
Norway8938,R,0
Norway8945,R,0
Norway2763,R,0
Norway2772,R,0
Norway2780,R,0
Norway8919,R,0
Norway2781,R,0
Norway2774,R,0
Norway8917,R,0
Norway2782,R,0
Norway8841,R,0
Norway2832,R,0
Norway8843,R,0
Norway8844,R,0
Norway2801,R,0
Norway8866,R,0
Norway8869,R,0
Norway2802,R,0
Norway2803,R,0
Norway2805,R,0
Norway8847,R,0
Norway2842,R,0
Norway2824,R,0
Norway2830,R,0
Norway2826,R,0
Norway2822,R,0
Norway2806,R,0
Norway2808,R,0
Norway2814,R,0
Norway2817,R,0
Norway2818,R,0
Norway2819,R,0
Portugal192,R,0
Portugal193,R,0
Portugal194,R,0
Portugal196,R,0
Portugal200,R,0
Portugal218,R,0
Portugal219,R,0
Portugal221,R,0
Spain144,R,0
Estonia2950,R,0
Estonia9200,R,0
Greece542,R,0
Greece539,R,0
Greece540,R,0
Greece533,R,0
Greece9232,R,0
Greece505,R,0
Greece506,R,0
Greece525,R,0
Greece526,R,0
Greece513,R,0
Greece515,R,0
Greece518,R,0
Greece519,R,0
Greece520,R,0
Greece523,R,0
Greece9259,R,0
Greece9260,R,0
Greece509,R,0
Greece522,R,0
Greece9234,R,0
Greece9235,R,0
Greece9221,R,0
Greece9222,R,0
Greece9224,R,0
Latvia2951,R,0
Latvia2952,R,0
Latvia2953,R,0
Latvia2957,R,0
Netherlands3176,R,0
Netherlands3179,R,0
Netherlands3182,R,0
Norway2754,R,0
Norway2755,R,0
Norway9096,R,0
Norway9103,R,0
Norway9104,R,0
Norway9107,R,0
Norway9110,R,0
Norway9133,R,0
Norway9140,R,0
Norway9050,R,0
Norway9051,R,0
Norway9052,R,0
Norway9062,R,0
Norway9068,R,0
Norway9069,R,0
Norway9070,R,0
Norway9086,R,0
Norway9093,R,0
Norway9102,R,0
Norway9134,R,0
Norway2757,R,0
Norway8986,R,0
Norway8989,R,0
Norway8990,R,0
Norway9002,R,0
Norway9004,R,0
Norway9017,R,0
Norway9042,R,0
Norway9043,R,0
Norway9047,R,0
Norway9048,R,0
Norway9049,R,0
Norway9056,R,0
Norway9057,R,0
Norway9058,R,0
Norway9060,R,0
Norway9061,R,0
RussianFederation2946,R,0
RussianFederation2492,R,0
RussianFederation9994,R,0
RussianFederation10006,R,0
RussianFederation10008,R,0
RussianFederation10009,R,0
RussianFederation10010,R,0
RussianFederation10013,R,0
RussianFederation10014,R,0
RussianFederation10015,R,0
RussianFederation10016,R,0
RussianFederation10017,R,0
RussianFederation10018,R,0
RussianFederation10019,R,0
RussianFederation10020,R,0
RussianFederation10021,R,0
RussianFederation10022,R,0
RussianFederation10023,R,0
RussianFederation10024,R,0
RussianFederation10025,R,0
RussianFederation10026,R,0
RussianFederation10027,R,0
RussianFederation10028,R,0
RussianFederation10029,R,0
RussianFederation10030,R,0
RussianFederation10032,R,0
RussianFederation10034,R,0
RussianFederation10036,R,0
RussianFederation10040,R,0
RussianFederation10072,R,0
RussianFederation10011,R,0
RussianFederation10012,R,0
RussianFederation2654,R,0
RussianFederation10007,R,0
RussianFederation10041,R,0
RussianFederation10042,R,0
RussianFederation10043,R,0
RussianFederation10044,R,0
RussianFederation10045,R,0
RussianFederation10066,R,0
RussianFederation10067,R,0
RussianFederation10068,R,0
RussianFederation10069,R,0
RussianFederation10070,R,0
RussianFederation10071,R,0
RussianFederation2638,R,0
RussianFederation2639,R,0
RussianFederation2640,R,0
RussianFederation2653,R,0
RussianFederation10047,R,0
RussianFederation10048,R,0
RussianFederation10049,R,0
RussianFederation10050,R,0
RussianFederation10051,R,0
RussianFederation10052,R,0
RussianFederation10053,R,0
RussianFederation10056,R,0
RussianFederation10057,R,0
RussianFederation10058,R,0
RussianFederation10062,R,0
RussianFederation10064,R,0
RussianFederation10076,R,0
RussianFederation10077,R,0
RussianFederation10078,R,0
RussianFederation10079,R,0
RussianFederation10080,R,0
RussianFederation10081,R,0
RussianFederation10082,R,0
RussianFederation10083,R,0
RussianFederation10084,R,0
RussianFederation10085,R,0
RussianFederation10086,R,0
RussianFederation10087,R,0
RussianFederation10088,R,0
RussianFederation10112,R,0
RussianFederation10113,R,0
RussianFederation2632,R,0
RussianFederation2635,R,0
RussianFederation2636,R,0
RussianFederation2637,R,0
RussianFederation2641,R,0
RussianFederation2642,R,0
RussianFederation2643,R,0
RussianFederation2644,R,0
RussianFederation2645,R,0
RussianFederation2646,R,0
RussianFederation2647,R,0
RussianFederation2648,R,0
RussianFederation2649,R,0
RussianFederation2650,R,0
RussianFederation2651,R,0
RussianFederation2652,R,0
RussianFederation10089,R,0
RussianFederation10090,R,0
RussianFederation10091,R,0
RussianFederation10092,R,0
RussianFederation10093,R,0
RussianFederation10094,R,0
RussianFederation10095,R,0
RussianFederation10096,R,0
RussianFederation10097,R,0
RussianFederation10098,R,0
RussianFederation10099,R,0
RussianFederation10100,R,0
RussianFederation10101,R,0
RussianFederation10102,R,0
RussianFederation10103,R,0
RussianFederation10104,R,0
RussianFederation10105,R,0
RussianFederation10106,R,0
RussianFederation10107,R,0
RussianFederation10108,R,0
RussianFederation10109,R,0
RussianFederation10110,R,0
RussianFederation10111,R,0
RussianFederation2631,R,0
RussianFederation2633,R,0
RussianFederation2634,R,0
RussianFederation10182,R,0
RussianFederation10187,R,0
RussianFederation2629,R,0
RussianFederation2630,R,0
RussianFederation10220,R,0
RussianFederation10227,R,0
RussianFederation10228,R,0
RussianFederation10229,R,0
RussianFederation2667,R,0
RussianFederation2672,R,0
RussianFederation2673,R,0
RussianFederation9518,R,0
RussianFederation2658,R,0
RussianFederation2659,R,0
RussianFederation2660,R,0
RussianFederation2661,R,0
RussianFederation2662,R,0
RussianFederation2663,R,0
RussianFederation2664,R,0
RussianFederation2665,R,0
RussianFederation2666,R,0
RussianFederation2668,R,0
RussianFederation2669,R,0
RussianFederation2670,R,0
RussianFederation2671,R,0
RussianFederation9522,R,0
RussianFederation9523,R,0
RussianFederation9524,R,0
RussianFederation9540,R,0
RussianFederation9542,R,0
RussianFederation9543,R,0
RussianFederation9544,R,0
RussianFederation9551,R,0
RussianFederation9552,R,0
RussianFederation9553,R,0
RussianFederation9554,R,0
RussianFederation9555,R,0
RussianFederation9556,R,0
RussianFederation9591,R,0
RussianFederation9636,R,0
RussianFederation2655,R,0
RussianFederation2656,R,0
RussianFederation2657,R,0
RussianFederation9725,R,0
RussianFederation9727,R,0
RussianFederation9751,R,0
RussianFederation9775,R,0
RussianFederation9895,R,0
RussianFederation9913,R,0
RussianFederation9957,R,0
RussianFederation9959,R,0
RussianFederation2624,R,0
RussianFederation2626,R,0
RussianFederation2627,R,0
RussianFederation2628,R,0
RussianFederation2623,R,0
RussianFederation2625,R,0
RussianFederation9387,R,0
RussianFederation2724,R,0
RussianFederation2722,R,0
RussianFederation2723,R,0
RussianFederation9286,R,0
RussianFederation2717,R,0
RussianFederation2718,R,0
RussianFederation2719,R,0
RussianFederation2720,R,0
RussianFederation2721,R,0
RussianFederation9292,R,0
RussianFederation9359,R,0
RussianFederation9382,R,0
RussianFederation2716,R,0
RussianFederation2622,R,0
RussianFederation10222,R,0
RussianFederation2621,R,0
RussianFederation2618,R,0
RussianFederation2619,R,0
RussianFederation2620,R,0
RussianFederation2614,R,0
RussianFederation2615,R,0
RussianFederation2616,R,0
RussianFederation2617,R,0
RussianFederation2609,R,0
RussianFederation2610,R,0
RussianFederation2611,R,0
RussianFederation2612,R,0
RussianFederation2613,R,0
RussianFederation2597,R,0
RussianFederation2598,R,0
RussianFederation2599,R,0
RussianFederation2600,R,0
RussianFederation2601,R,0
RussianFederation2602,R,0
RussianFederation2603,R,0
RussianFederation2604,R,0
RussianFederation2605,R,0
RussianFederation2606,R,0
RussianFederation2607,R,0
RussianFederation2608,R,0
RussianFederation2587,R,0
RussianFederation2588,R,0
RussianFederation2589,R,0
RussianFederation2590,R,0
RussianFederation2591,R,0
RussianFederation2592,R,0
RussianFederation2593,R,0
RussianFederation2594,R,0
RussianFederation2595,R,0
RussianFederation2596,R,0
RussianFederation2585,R,0
RussianFederation2586,R,0
RussianFederation2583,R,0
RussianFederation2584,R,0
RussianFederation2577,R,0
RussianFederation2578,R,0
RussianFederation2579,R,0
RussianFederation2580,R,0
RussianFederation2581,R,0
RussianFederation2582,R,0
RussianFederation11445,R,0
RussianFederation11446,R,0
RussianFederation11447,R,0
RussianFederation11448,R,0
RussianFederation11449,R,0
RussianFederation11450,R,0
RussianFederation11451,R,0
RussianFederation11452,R,0
RussianFederation11469,R,0
RussianFederation11470,R,0
RussianFederation11471,R,0
RussianFederation11472,R,0
RussianFederation10271,R,0
RussianFederation10353,R,0
RussianFederation10438,R,0
RussianFederation10442,R,0
RussianFederation10451,R,0
RussianFederation10501,R,0
RussianFederation10502,R,0
RussianFederation10503,R,0
RussianFederation10454,R,0
RussianFederation10510,R,0
RussianFederation10512,R,0
RussianFederation10513,R,0
RussianFederation10514,R,0
RussianFederation10515,R,0
RussianFederation10516,R,0
RussianFederation10521,R,0
RussianFederation10525,R,0
RussianFederation10631,R,0
RussianFederation10638,R,0
RussianFederation10666,R,0
RussianFederation10676,R,0
RussianFederation10677,R,0
RussianFederation10678,R,0
RussianFederation11359,R,0
RussianFederation11429,R,0
RussianFederation11442,R,0
RussianFederation11444,R,0
RussianFederation11614,R,0
RussianFederation11615,R,0
RussianFederation11616,R,0
RussianFederation11461,R,0
RussianFederation11462,R,0
RussianFederation11463,R,0
RussianFederation11464,R,0
RussianFederation11465,R,0
RussianFederation11617,R,0
RussianFederation11618,R,0
RussianFederation11619,R,0
RussianFederation11620,R,0
RussianFederation11621,R,0
RussianFederation11622,R,0
RussianFederation11724,R,0
RussianFederation11725,R,0
RussianFederation11736,R,0
Turkey543,R,0
Turkey9247,R,0
Greece9262,R,0
Greece9243,R,0
Japan11570,R,0
Japan11564,R,0
Japan11566,R,0
Japan11567,R,0
Japan11569,R,0
Japan11574,R,0
Japan11577,R,0
Japan11580,R,0
Japan11581,R,0
Japan11389,R,0
Japan11390,R,0
Japan11377,R,0
Japan11383,R,0
Japan11408,R,0
Japan11410,R,0
Japan11413,R,0
Japan11369,R,0
Japan11393,R,0
Japan11396,R,0
Japan11405,R,0
Japan11406,R,0
Japan11398,R,0
Japan11407,R,0
Japan11364,R,0
Japan11335,R,0
Japan11166,R,0
Japan11170,R,0
Japan11196,R,0
Japan11214,R,0
Japan11242,R,0
Japan11241,R,0
Japan11243,R,0
Japan11244,R,0
RussianFederation2571,R,0
RussianFederation2572,R,0
RussianFederation2573,R,0
RussianFederation2574,R,0
RussianFederation2575,R,0
RussianFederation2576,R,0
RussianFederation2568,R,0
RussianFederation2569,R,0
RussianFederation2570,R,0
RussianFederation2561,R,0
RussianFederation2563,R,0
RussianFederation2564,R,0
RussianFederation2556,R,0
RussianFederation2557,R,0
RussianFederation2558,R,0
RussianFederation2559,R,0
RussianFederation2560,R,0
RussianFederation2562,R,0
RussianFederation11823,R,0
RussianFederation2738,R,0
RussianFederation2739,R,0
RussianFederation2750,R,0
RussianFederation2740,R,0
RussianFederation2742,R,0
RussianFederation2743,R,0
RussianFederation2741,R,0
RussianFederation2708,R,0
RussianFederation2709,R,0
RussianFederation2710,R,0
RussianFederation2711,R,0
RussianFederation2712,R,0
RussianFederation9497,R,0
RussianFederation9498,R,0
RussianFederation9499,R,0
RussianFederation2682,R,0
RussianFederation2701,R,0
RussianFederation2702,R,0
RussianFederation2703,R,0
RussianFederation2704,R,0
RussianFederation2705,R,0
RussianFederation2706,R,0
RussianFederation2707,R,0
RussianFederation9502,R,0
RussianFederation9505,R,0
RussianFederation9506,R,0
RussianFederation9507,R,0
RussianFederation2674,R,0
RussianFederation2675,R,0
RussianFederation2676,R,0
RussianFederation2677,R,0
RussianFederation2678,R,0
RussianFederation2679,R,0
RussianFederation2680,R,0
RussianFederation2681,R,0
RussianFederation9508,R,0
RussianFederation9509,R,0
RussianFederation9511,R,0
RussianFederation9512,R,0
RussianFederation2696,R,0
RussianFederation2697,R,0
RussianFederation2698,R,0
RussianFederation2713,R,0
RussianFederation2714,R,0
RussianFederation2715,R,0
RussianFederation9491,R,0
RussianFederation9492,R,0
RussianFederation9493,R,0
RussianFederation9500,R,0
RussianFederation2683,R,0
RussianFederation2693,R,0
RussianFederation2694,R,0
RussianFederation2695,R,0
RussianFederation2699,R,0
RussianFederation2700,R,0
RussianFederation2684,R,0
RussianFederation2685,R,0
RussianFederation2686,R,0
RussianFederation2688,R,0
RussianFederation2689,R,0
RussianFederation2690,R,0
RussianFederation2691,R,0
RussianFederation2692,R,0
RussianFederation2737,R,0
RussianFederation2734,R,0
RussianFederation2730,R,0
RussianFederation2732,R,0
RussianFederation2728,R,0
